232,P21/c,27,P21/n,11,0.137
232,P21/c,30,P21/c,3,0.088
232,P21/c,32,P21/c,5,0.104
232,P21/c,36,P212121,5,0.097
232,P21/c,3,P212121,7,0.161
232,P21/c,40,P21/c,3,0.117
232,P21/c,44,P21/n,5,0.535
232,P21/c,47,P21/c,3,0.045
232,P21/c,55,P21/a,3,0.052
232,P21/c,56,Pccn,1,0.0
232,P21/c,5,P21/n,3,0.08
232,P21/c,65,P212121,5,0.151
232,P21/c,669,P6122,1,0.0
232,P21/c,67,Pca21,5,0.215
232,P21/c,68,Pca21,3,0.092
232,P21/c,6,P-1,3,0.08
232,P21/c,76,P21/a,5,0.211
232,P21/c,94,P212121,3,0.074
232,P21/c,95,P212121,3,0.074
232,P21/c,9,P21,7,0.157
24,P21/n,108,C2/c,5,0.646
24,P21/n,115,C2/n,5,0.635
24,P21/n,11,P21/a,3,0.03
24,P21/n,135,P21,5,0.59
24,P21/n,13,P-1,5,0.383
24,P21/n,141,P212121,5,0.19
24,P21/n,16,P21/c,9,0.203
24,P21/n,173,Pna21,3,0.235
24,P21/n,176,P-1,2,0.711
24,P21/n,177,P21/a,5,0.595
24,P21/n,18,P21/n,11,0.224
24,P21/n,195,Pc,3,0.117
24,P21/n,19,P-1,7,0.633
24,P21/n,1,P-1,3,0.081
24,P21/n,20,P21/a,5,0.472
24,P21/n,232,P21/c,5,0.039
24,P21/n,24,P21/n,15,0.0
24,P21/n,26,C2/c,6,1.146
24,P21/n,27,P21/n,5,0.11
24,P21/n,30,P21/c,5,0.536
24,P21/n,32,P21/c,5,0.094
24,P21/n,36,P212121,5,0.116
24,P21/n,3,P212121,7,0.262
24,P21/n,40,P21/c,5,0.65
24,P21/n,44,P21/n,5,0.623
24,P21/n,47,P21/c,3,0.044
24,P21/n,55,P21/a,5,0.627
24,P21/n,56,Pccn,2,0.55
24,P21/n,5,P21/n,3,0.08
24,P21/n,65,P212121,5,0.143
24,P21/n,669,P6122,1,0.0
24,P21/n,67,Pca21,5,0.207
24,P21/n,68,Pca21,5,0.643
24,P21/n,6,P-1,3,0.08
24,P21/n,76,P21/a,7,0.607
24,P21/n,94,P212121,5,0.511
24,P21/n,95,P212121,5,0.511
24,P21/n,9,P21,7,0.284
26,C2/c,108,C2/c,3,0.075
26,C2/c,115,C2/n,3,0.047
26,C2/c,11,P21/a,3,0.051
26,C2/c,135,P21,3,0.148
26,C2/c,13,P-1,11,0.045
26,C2/c,141,P212121,5,0.1
26,C2/c,16,P21/c,7,0.217
26,C2/c,173,Pna21,3,0.253
26,C2/c,176,P-1,1,0.0
26,C2/c,177,P21/a,3,0.145
26,C2/c,18,P21/n,7,0.203
26,C2/c,195,Pc,3,0.134
26,C2/c,19,P-1,11,0.095
26,C2/c,1,P-1,3,0.055
26,C2/c,20,P21/a,11,0.393
26,C2/c,232,P21/c,5,0.103
26,C2/c,24,P21/n,6,1.146
26,C2/c,26,C2/c,15,0.0
26,C2/c,27,P21/n,7,0.172
26,C2/c,30,P21/c,9,0.233
26,C2/c,32,P21/c,5,0.127
26,C2/c,36,P212121,5,0.096
26,C2/c,3,P212121,5,0.09
26,C2/c,40,P21/c,3,0.12
26,C2/c,44,P21/n,3,0.081
26,C2/c,47,P21/c,5,0.411
26,C2/c,55,P21/a,3,0.048
26,C2/c,56,Pccn,2,0.7
26,C2/c,5,P21/n,3,0.055
26,C2/c,65,P212121,5,0.183
26,C2/c,669,P6122,1,0.0
26,C2/c,67,Pca21,5,0.281
26,C2/c,68,Pca21,3,0.07
26,C2/c,6,P-1,3,0.055
26,C2/c,76,P21/a,5,0.275
26,C2/c,94,P212121,3,0.068
26,C2/c,95,P212121,3,0.068
26,C2/c,9,P21,5,0.07
27,P21/n,108,C2/c,3,0.086
27,P21/n,115,C2/n,3,0.053
27,P21/n,11,P21/a,5,0.604
27,P21/n,135,P21,3,0.189
27,P21/n,13,P-1,5,0.206
27,P21/n,141,P212121,7,0.118
27,P21/n,16,P21/c,5,0.173
27,P21/n,173,Pna21,3,0.293
27,P21/n,176,P-1,1,0.0
27,P21/n,177,P21/a,3,0.193
27,P21/n,18,P21/n,5,0.138
27,P21/n,195,Pc,3,0.186
27,P21/n,19,P-1,6,1.015
27,P21/n,1,P-1,3,0.108
27,P21/n,20,P21/a,5,0.494
27,P21/n,232,P21/c,11,0.137
27,P21/n,24,P21/n,5,0.11
27,P21/n,26,C2/c,7,0.172
27,P21/n,27,P21/n,15,0.0
27,P21/n,30,P21/c,5,0.182
27,P21/n,32,P21/c,5,0.161
27,P21/n,36,P212121,5,0.125
27,P21/n,3,P212121,7,0.13
27,P21/n,40,P21/c,3,0.086
27,P21/n,44,P21/n,5,0.584
27,P21/n,47,P21/c,3,0.085
27,P21/n,55,P21/a,3,0.058
27,P21/n,56,Pccn,1,0.0
27,P21/n,5,P21/n,3,0.107
27,P21/n,65,P212121,5,0.207
27,P21/n,669,P6122,1,0.0
27,P21/n,67,Pca21,5,0.243
27,P21/n,68,Pca21,3,0.113
27,P21/n,6,P-1,3,0.107
27,P21/n,76,P21/a,5,0.245
27,P21/n,94,P212121,3,0.126
27,P21/n,95,P212121,3,0.126
27,P21/n,9,P21,7,0.1
30,P21/c,108,C2/c,5,0.571
30,P21/c,115,C2/n,3,0.098
30,P21/c,11,P21/a,5,0.855
30,P21/c,135,P21,3,0.233
30,P21/c,13,P-1,9,0.256
30,P21/c,141,P212121,3,0.122
30,P21/c,16,P21/c,5,0.312
30,P21/c,173,Pna21,5,0.742
30,P21/c,176,P-1,1,0.0
